Age,Income,Outage_sec_perweek,Contacts,Yearly_equip_failure,Tenure,Bandwidth_GB_Year,Age,Gender_Male,Gender_Nonbinary,Area_Suburban,Area_Urban,InternetService_Fiber Optic,InternetService_None,Phone_Yes,OnlineSecurity_Yes,DeviceProtection_Yes,StreamingMovies_Yes,OnlineBackup_Yes
50,30944.95,11.62322378,0,0,7.21126107,879.6579171,50,0,0,0,1,1,0,1,0,0,1,0
23,19508.33,8.224676,0,0,4.462414,628.7093519,23,1,0,1,0,1,0,1,0,0,0,0
46,75795.76,14.51799,2,0,71.4064,6400.696695,46,0,0,0,0,1,0,1,0,0,1,1
42,20733.74,7.83125489,0,0,6.735271694,1254.943448,42,0,0,0,1,0,0,1,0,0,0,0
65,16462.33,9.416598,2,1,62.63117,5393.505389,65,0,0,1,0,1,0,1,0,0,1,1
40,13312.53,14.13918,3,0,18.08315,1951.61509,40,0,0,1,0,0,1,1,0,1,1,1
39,49512.78,13.87808,0,2,69.50311,6201.748972,39,1,0,1,0,1,0,1,1,1,0,0
31,27065.02,11.37858,3,1,15.59169,1678.565511,31,0,0,1,0,0,1,1,0,1,1,1
36,33559.74,13.04068054,3,1,14.71424943,1651.424177,36,1,0,0,1,1,0,1,0,1,0,0
38,18437.44,9.653367,1,0,25.68869,2790.931185,38,1,0,0,1,1,0,1,1,1,0,1
51,78193.51,13.00676,2,0,3.932102,928.1223375,51,0,0,0,1,0,0,1,0,0,0,0
62,41195.08,14.83341,3,0,6.895966,1063.884067,62,1,0,1,0,0,1,1,0,1,1,0
75,45064.51,11.29978,0,1,68.83942,5762.454827,75,0,0,1,0,0,1,1,0,1,0,0
80,11414.65,8.060591,1,1,6.101406,810.6535635,80,0,0,1,0,0,0,1,0,0,0,0
67,5099.11,18.40676,0,0,17.2501,2035.111954,67,1,0,0,1,0,1,1,0,1,1,0
50,26314.99,10.83815,1,0,67.3665,5725.195787,50,1,0,1,0,1,0,1,0,0,0,0
36,12746.57,4.440377,0,0,48.92152,4517.31047,36,0,0,0,1,1,0,1,0,1,0,1
19,6551.44,9.262983,2,1,45.03776,4231.43285,19,1,0,0,1,0,1,1,0,0,0,1
20,18552.63,9.510354,2,1,67.29113,6062.107187,20,0,0,1,0,1,0,1,1,1,0,1
18,10272.73,6.712062,0,0,9.767357,1710.612591,18,0,0,0,0,0,0,1,1,1,1,0
57,12515.49,6.229402,2,2,64.29382,5837.413915,57,1,0,0,0,1,0,1,0,0,1,0
74,29495.88,6.426418,1,0,71.23043,6059.960875,74,0,0,1,0,1,0,1,0,1,0,1
25,21196.66,9.520453,1,1,20.5514,2023.901526,25,0,0,0,0,1,0,1,0,0,1,0
74,29877.9,5.108637,3,0,69.83346,6166.889012,74,1,0,1,0,1,0,1,1,1,0,1
48,83831.61,6.082661,2,0,58.3401,5172.422992,48,1,0,0,0,1,0,1,1,0,0,0
82,18024.55,4.163266,0,0,53.07128,4465.086574,82,0,0,0,1,1,0,1,0,0,0,0
81,28181.92,9.427912,1,0,14.55246,1439.519609,81,1,0,0,1,0,1,1,1,0,0,0
66,9423.78,7.319997,1,0,1.059865,380.7812664,66,0,0,1,0,0,1,1,1,1,1,0
83,3945.76,2.607278,0,0,66.72374,6450.35056,83,1,0,1,0,0,0,1,1,0,1,0
42,11287.26,5.124854,7,1,70.1175,6349.139653,42,0,0,0,0,1,0,1,0,0,1,1
54,10879.84,8.215309,0,0,6.204958,717.4865643,54,0,0,1,0,0,1,1,0,0,0,0
51,52233.68,7.356317,2,0,63.70781,6050.818366,51,0,0,0,0,0,0,1,1,0,0,0
79,38395.52,7.593547,0,0,71.99373,6877.221038,79,1,0,1,0,0,0,1,0,0,1,1
47,24077.35,10.11956,1,0,2.443144,879.1284854,47,1,0,0,0,1,0,1,1,0,1,1
25,55074.9,13.7903,1,0,9.900255,1195.35168,25,0,0,1,0,0,1,1,0,1,0,1
70,77531.43,2.310584634,1,0,8.574901206,1442.974877,70,0,0,0,0,0,0,1,0,0,0,1
27,24090.59,9.379254,2,1,5.387209,910.8338083,27,1,0,0,0,1,0,1,0,0,0,1
22,11961.39,5.141561,0,2,71.11027,6510.690917,22,1,0,1,0,0,1,1,0,0,1,0
29,59985.28,11.47978,1,1,5.001663,799.8803649,29,0,0,1,0,0,1,0,0,0,1,1
20,13623.33,9.77495,1,1,67.9711,5999.97193,20,1,0,1,0,1,0,1,1,1,0,1
30,25898.82,9.994627,1,0,62.10157,6246.585167,30,1,0,1,0,0,0,1,0,1,1,1
67,64695.35,11.79061,1,2,63.72204,5507.943409,67,0,0,1,0,1,0,1,0,1,0,0
38,44828.91,8.501293,0,1,42.31228,3894.441976,38,0,0,1,0,1,0,1,0,0,0,1
73,15411.74,9.979656,1,0,70.30088,6060.997249,73,0,0,1,0,1,0,1,0,0,0,0
26,41037.45,8.003539,0,0,19.98033,2261.0457,26,0,0,0,0,1,0,1,0,0,1,0
82,66851.03,10.21293,1,0,70.16722,6377.495823,82,0,0,1,0,0,0,1,0,0,1,0
56,22142.61,14.23119,0,0,14.66847,1880.004543,56,1,0,1,0,1,0,1,1,0,0,0
48,8874.14,7.749421,1,0,8.547698,1066.677081,48,1,0,0,1,1,0,1,0,1,0,1
32,34304.39,7.621504,0,1,10.94068,1326.472227,32,0,1,0,0,1,0,0,0,1,0,0
19,41075.64,10.04585562,1,1,11.16903388,1292.3206,19,0,0,0,1,0,1,1,0,1,1,0
21,35876.08,10.17406,0,0,4.193947,1242.428824,21,0,0,0,0,0,0,1,0,1,0,1
58,22663.39,9.329606,2,1,65.36022,6146.743893,58,0,0,0,1,0,0,0,0,1,0,0
26,17602.49,7.880869,0,0,63.28674,6024.715109,26,0,0,0,1,0,0,1,0,0,0,1
43,76301.97,9.058356,3,0,69.05558,6723.72149,43,1,0,0,1,0,0,1,0,0,1,1
49,47053.09,13.98017,1,0,25.43027,2198.49291,49,0,0,1,0,1,0,1,0,1,0,0
87,50722.81,15.91057,3,0,71.5701,6328.049165,87,1,0,0,1,0,1,0,0,1,1,0
83,28019.03,8.312154,1,1,65.2185,5998.804194,83,0,0,0,0,0,0,1,0,0,0,0
65,55588.22,8.966095,1,0,49.22513,4457.488637,65,0,0,0,1,1,0,0,0,1,0,1
71,20246.17,9.072518,0,0,7.900866,1063.793472,71,0,0,0,1,1,0,1,1,1,0,0
19,28053.3,9.614567,2,0,10.42906,1638.668955,19,1,0,0,1,0,0,1,1,1,0,0
28,32205.64,10.27543,0,0,59.238,5256.767211,28,1,0,0,1,1,0,1,0,0,0,0
29,36088.07,8.729941,0,0,62.71074,5476.236191,29,1,0,0,0,0,1,1,1,1,0,0
38,28822.56,6.572112158,0,1,1.992846597,718.7685676,38,0,0,0,1,0,0,1,0,0,0,0
53,13230.67,12.05681,2,0,3.326476,505.5009987,53,1,0,0,1,1,0,1,0,0,0,0
52,22058.82,8.81118,1,0,56.79773,5489.502601,52,1,0,1,0,0,0,1,1,1,1,0
83,48042.7,12.37853,2,0,7.295203,636.617816,83,0,0,0,0,0,1,0,1,0,0,0
25,13265.39,8.377711,2,0,60.05643,5272.094696,25,1,0,0,0,1,0,1,0,0,0,0
41,20412.53,9.957228621,3,0,2.380500918,754.4414431,41,1,0,0,1,0,1,1,1,0,1,1
29,33578.92,7.548639,0,0,3.089663,634.9659165,29,1,0,1,0,1,0,0,1,0,0,1
31,15481.94,2.476131,0,0,60.87178,5794.294165,31,1,0,0,0,0,0,1,0,0,0,0
19,38365.83,9.704987,1,1,45.28275,4357.22211,19,0,0,0,1,1,0,1,0,0,1,0
50,17020.84,11.55719,5,0,44.79742,4513.977095,50,0,0,1,0,0,0,1,1,0,1,0
63,37747.34,5.36030216,2,0,15.24536909,1857.751688,63,0,0,0,0,1,0,0,1,0,1,0
42,143641.2,5.990015,2,0,64.5472,6104.448181,42,1,0,0,0,1,0,1,1,1,1,1
63,18129.29,12.06529,1,0,25.10781,2646.099689,63,1,0,0,1,1,0,1,0,1,0,0
82,14664.53,12.18553,2,0,70.03292,6044.796713,82,1,0,1,0,1,0,1,1,0,0,1
35,11098.51,4.48844021,2,0,4.089115347,1467.90459,35,1,0,0,0,0,0,1,0,0,1,1
22,19269.56,11.99626,1,1,55.2288,5260.656937,22,0,0,0,0,1,0,0,0,0,1,1
18,1193.19,12.00707872,0,0,4.594946825,1196.617394,18,0,0,0,1,0,0,1,1,0,0,0
44,35306.17,7.902938,3,0,16.15713,1767.444722,44,1,0,0,1,1,0,1,0,0,1,1
20,50090.84,7.301377,1,0,68.05033,6447.490491,20,1,0,0,0,0,0,1,0,1,0,1
18,39092.7,7.79720649,1,1,15.71358455,1679.045392,18,1,0,0,1,0,1,1,1,0,0,0
71,93402.26,12.41991,0,0,10.65198,1855.20004,71,1,0,1,0,0,0,0,0,0,1,0
20,30767.83,11.6043,1,0,16.93329,2020.896358,20,0,0,0,0,1,0,1,0,0,1,0
80,19171.71,5.713769,0,0,59.6738,5574.877634,80,1,0,0,0,0,0,1,1,0,0,1
84,9275.55,9.32007,1,2,41.72598,4059.807666,84,1,0,0,0,0,0,1,0,0,0,0
60,12115.07,12.49001,0,0,64.34541,5925.795152,60,1,0,0,1,0,1,1,0,0,1,1
76,73422.83,10.25266403,1,0,6.403155881,862.0866469,76,0,0,1,0,0,1,1,1,1,1,0
54,92667.03,16.70921,1,1,44.04708,4528.254142,54,0,0,0,1,0,0,1,0,0,1,0
70,35738.78,10.39931,1,0,60.92178,5511.579607,70,1,0,0,0,0,0,1,0,0,0,1
27,23340.64,8.295806,0,1,60.85062,5406.88534,27,1,0,0,1,1,0,0,0,0,0,0
56,51834.27,8.372112,1,0,46.38454,3971.648787,56,0,0,1,0,0,1,1,0,0,0,0
82,36598.52,10.76274,1,1,5.150963,822.9997439,82,1,0,1,0,0,1,1,1,1,0,0
68,29189.81,10.08782,1,0,56.12834,4805.894692,68,0,0,1,0,1,0,1,1,0,0,0
41,84185.38,6.771136717,2,1,10.99607752,1120.873005,41,0,0,0,0,1,0,1,0,0,1,0
27,20750.19,8.547312,1,1,46.23456,4583.497674,27,1,0,0,1,1,0,1,0,0,1,0
80,90621.46,11.88565,0,0,60.47246,5181.079994,80,0,0,1,0,1,0,1,1,0,1,1
68,115510.46,5.083995994,1,0,3.273341151,443.984031,68,0,0,1,0,1,0,1,1,0,1,0
44,22827.74,5.802821,3,1,66.005,5727.096871,44,1,0,1,0,1,0,1,0,0,1,0
75,18189.38,10.0345016,0,2,1.796607335,971.697137,75,1,0,1,0,0,0,1,0,1,1,1
53,24050.09,10.49746,1,0,7.969762,1848.363566,53,1,0,0,1,0,0,1,0,0,1,0
81,10667.51,11.10459,3,1,68.78265,5874.548599,81,1,0,0,0,1,0,0,0,0,1,0
79,12547.26,8.426711,0,1,8.596278,1431.48792,79,1,0,0,0,0,0,1,0,0,0,1
26,42539.6,12.88571,1,0,66.70002,5765.098354,26,0,0,1,0,1,0,1,0,0,1,0
84,9967.84,4.199369,1,2,20.89442,2210.526102,84,0,0,0,1,0,1,0,0,1,1,0
70,15652.5,9.0983,0,0,56.63931,4983.295874,70,0,0,0,1,0,1,1,1,1,1,0
29,19153.42,14.63696,0,1,45.25561,3847.783663,29,0,0,1,0,1,0,1,1,0,0,0
23,68281.26,6.468432,0,1,59.91013,5426.315112,23,1,0,0,0,1,0,1,1,1,0,1
75,45412.84,11.07379392,2,0,8.659495781,1090.460081,75,0,0,1,0,1,0,1,0,1,0,1
28,8414.55,18.77915,2,1,1.798433,528.989098,28,1,0,0,0,1,0,1,0,0,1,0
65,46602.46,11.13317,0,1,65.07998,5819.074546,65,1,0,0,0,0,1,1,1,1,1,0
20,33348.43,11.04209,1,1,20.87424,2497.717707,20,0,1,1,0,0,0,1,0,0,0,0
18,17706.8,6.801333,2,1,68.17457,6219.238034,18,1,0,1,0,1,0,1,1,0,1,0
29,29856.65,10.09367,0,0,2.105603,904.795841,29,0,0,0,0,0,0,1,1,1,0,1
47,50520.8,11.91801,2,1,3.341126,694.2731917,47,0,0,0,1,1,0,1,0,1,1,1
31,18025.26,12.82617,0,0,4.939997,693.5702614,31,0,0,0,0,1,0,1,0,0,0,0
73,57265.89,7.706587,2,1,20.84965,2280.034122,73,1,0,1,0,1,0,1,1,0,1,0
57,14535.4,15.44802,1,0,53.92384,5639.473416,57,1,0,0,0,0,0,0,1,1,1,1
81,87775.72,14.18172,2,0,62.60438,5716.118122,81,1,0,1,0,0,0,1,0,0,0,1
22,82749.1,15.50911,0,0,68.18047,6166.262519,22,1,0,0,0,1,0,1,0,1,0,0
25,6650.96,9.069765,0,0,12.50526,1674.101146,25,0,0,0,0,1,0,1,0,0,1,1
67,12963.69,11.54196,3,0,51.01884,4464.920751,67,1,0,0,1,0,1,1,0,0,1,0
29,6988.17,12.73528,1,0,71.44569,6087.732666,29,0,0,0,0,0,1,1,1,0,0,1
39,14970.89,14.75151191,0,0,18.36209103,2283.190011,39,0,0,0,1,0,0,1,1,0,0,1
41,11388.33,10.08809,2,1,41.75833,3938.094495,41,1,0,0,0,1,0,1,0,1,1,0
70,10305.73,9.749636,0,0,9.390135,1574.866243,70,0,0,0,1,0,0,1,0,1,1,1
29,31020.23,9.604833,1,0,9.151527,1396.341948,29,0,0,0,0,1,0,1,0,0,1,1
67,65392.96,9.948525069,0,3,5.791194183,596.625449,67,0,0,1,0,1,0,1,1,0,0,0
53,31894.71,8.29404,1,1,61.2082,5827.639737,53,1,0,0,0,0,0,1,0,0,0,1
65,42200.42,15.52293,4,2,42.04904,4002.030513,65,0,0,0,0,0,0,1,0,0,0,1
46,24603.58,14.27599,3,1,57.78386,5396.115807,46,0,0,0,1,1,0,1,1,1,1,0
77,70094.06,13.60726,0,1,5.131207,740.9934575,77,0,0,1,0,0,0,1,0,0,0,0
24,99754.87,6.093961352,1,0,10.99225739,1297.575754,24,0,0,0,1,0,1,1,0,1,0,0
57,38158.54,10.80053,1,1,45.95837,4106.326096,57,0,0,0,0,1,0,1,0,1,1,0
37,8054.38,9.159402,0,1,66.89083,6191.698375,37,1,0,0,0,1,0,1,0,1,0,1
33,52143.7,11.17949466,1,1,16.03360405,2153.778421,33,0,0,1,0,1,0,1,0,1,1,0
42,24214.43,9.497679,2,1,64.1725,5927.225005,42,1,0,0,0,0,0,1,1,0,0,0
65,40195.57,11.82811,1,1,7.646165,907.2332556,65,1,0,0,1,0,1,1,0,0,1,0
31,44137.6,11.13960534,0,0,1.55278221,452.8721504,31,0,0,0,1,1,0,1,0,0,0,0
72,65966.95,10.11368,0,0,47.59384,3992.381842,72,0,0,0,0,1,0,1,1,0,0,1
82,63225.56,10.67873215,0,1,13.0035986,1480.891431,82,1,0,0,0,0,1,1,0,1,0,1
38,78123.58,10.10174,0,0,56.01033,5190.911924,38,1,0,1,0,0,1,1,1,1,1,0
66,61921.5,4.065974,0,0,17.24595,2399.954293,66,1,0,0,0,0,0,1,1,0,0,0
82,42113.14,13.50203,2,2,66.65664,5616.475997,82,1,0,1,0,0,1,1,0,1,0,0
63,37749.42,13.5599,2,0,13.24052,1389.232023,63,0,0,0,1,1,0,1,0,0,0,1
31,17152.68,5.917707,1,0,64.3165,6330.802447,31,1,0,1,0,0,0,1,0,1,1,0
75,20840.13,8.825929291,0,1,17.48396291,1671.835787,75,0,0,0,0,1,0,1,0,0,1,1
66,6096.89,7.744646,2,0,70.71967,6512.990012,66,0,0,0,0,0,0,1,0,0,0,1
71,40557.84,7.023333,0,0,60.85074,5449.342554,71,0,0,1,0,0,0,1,0,0,0,0
74,13596.02,15.30646,1,0,48.85809,4777.954889,74,0,0,0,0,0,0,1,0,1,1,0
23,55241.85,9.205984,1,0,5.527407,974.4325376,23,1,0,0,1,1,0,1,1,1,1,0
68,72454.65,7.802625,3,0,18.62057,2654.737765,68,1,0,1,0,0,0,1,1,0,1,0
36,3686.27,14.55875,2,1,55.64344,5580.901602,36,1,0,0,1,0,0,1,1,1,1,0
37,23239.84,13.23123,1,0,64.52797,6037.103766,37,0,0,0,1,1,0,1,1,1,1,1
58,26817.82,12.55686,1,2,2.569515,907.3050831,58,1,0,0,0,0,0,1,0,0,1,0
61,64222.21,5.785085772,1,1,7.120096363,1290.737183,61,1,0,0,0,0,0,1,0,0,1,0
31,19773.15,9.92043,2,0,51.54301,4950.103922,31,0,0,0,0,0,0,1,0,1,0,1
86,16587.43,8.412486,0,1,2.237136,733.0142637,86,0,0,1,0,0,0,1,1,1,0,1
37,65592.66,14.44405,2,0,49.60599,4254.289639,37,0,0,1,0,1,0,1,1,0,0,0
52,81315.45,9.483812,0,0,64.67729,6473.586614,52,0,0,0,0,0,0,0,1,1,1,0
28,48448.03,9.823796,2,0,5.875553,1282.671616,28,0,0,0,0,1,0,1,1,0,1,1
57,36404.87,13.91561,2,2,9.836442,888.9198648,57,0,0,0,0,0,1,1,1,0,0,0
34,113595.2,6.300198,1,2,63.66258,6396.483969,34,1,0,1,0,0,0,1,0,1,1,1
77,9926.73,8.216317,0,0,60.06802,5708.50306,77,0,0,1,0,0,0,1,1,0,0,0
64,99108.6,10.59251,0,0,70.95714,6557.961131,64,1,0,0,0,0,0,1,0,0,0,0
64,118022.06,6.09060584,2,0,14.20349453,1947.7853,64,1,0,0,0,0,0,1,1,0,0,0
34,52634.87,6.842059381,1,0,3.098560266,723.0321035,34,1,0,0,0,1,0,1,0,1,1,1
31,48925.7,8.86985406,0,1,19.02547148,2323.778584,31,1,0,1,0,1,0,1,1,0,1,0
45,31486.98,7.401544,1,0,16.85088,1661.330631,45,1,0,0,1,1,0,0,0,0,0,1
19,5391.05,8.964173,1,0,10.85354,1639.236491,19,0,0,0,0,0,0,0,1,0,1,0
64,30067.59,8.42186,1,0,70.62164,6772.978906,64,0,0,1,0,0,0,1,0,0,1,1
53,11529.46,12.26166,0,0,3.767302,517.420314,53,0,0,0,1,1,0,1,0,1,0,0
47,73746.35,15.0321318,0,0,8.133269102,1103.011016,47,0,0,0,1,1,0,1,0,1,1,1
79,18071.31,7.704948,1,1,4.825693,863.4968708,79,0,0,0,0,0,1,1,1,0,1,0
26,23084.24,9.693526,3,1,65.28334,5529.433476,26,0,0,0,1,1,0,1,1,0,0,0
81,25971.15,14.92648,1,0,64.63454,5782.589893,81,0,0,0,0,0,0,1,0,1,0,1
44,102090.5,6.212355,0,0,5.582839,1146.224262,44,1,0,1,0,0,1,1,1,0,1,1
53,23413.1,11.38306511,3,0,5.709925704,1091.10126,53,1,0,1,0,1,0,1,0,1,0,1
72,77625.49,6.826295,1,0,67.25434,6680.274618,72,0,0,1,0,0,0,1,0,0,1,1
49,11247.19,11.11393,0,0,10.39421,1776.755229,49,1,0,1,0,0,0,1,0,1,0,0
62,27687.94,11.87237678,0,0,3.391969552,738.5002845,62,1,0,1,0,1,0,1,0,0,1,0
23,30756.71,11.07762,0,1,12.0068,1338.084542,23,1,0,0,1,1,0,1,0,1,0,0
28,47854.43,11.04991,1,1,11.6573,1447.576599,28,1,0,0,0,1,0,0,0,1,0,0
72,34995.55,13.09283,1,2,58.12044,5292.78252,72,1,0,1,0,1,0,0,0,0,1,0
74,21808.42,15.25952,1,1,55.84748,5220.997715,74,1,0,0,0,0,0,1,1,1,0,0
32,57606.63,12.43235,0,0,42.24311,3928.137514,32,1,0,1,0,0,1,1,0,0,1,1
46,22487.36,9.629848,0,0,51.80639,4454.649814,46,0,0,0,0,0,1,1,0,0,0,1
22,8705.1,7.119743,3,3,37.5471,4460.286319,22,1,0,1,0,0,0,1,0,1,1,1
80,6274.49,7.98755916,0,2,2.625315241,474.5558784,80,1,0,0,1,0,1,1,0,1,1,0
32,42691.56,11.36499,1,0,65.58919,6364.432003,32,0,0,1,0,0,0,1,1,1,0,1
48,25866.44,7.697547282,0,1,11.55776139,1273.142721,48,0,0,0,1,1,0,1,0,0,1,0
41,20881.22,6.312280543,0,1,7.00096668,933.4257317,41,0,1,0,1,1,0,1,1,0,0,0
39,58807.77,10.7472,0,0,46.30619,4243.908817,39,1,0,0,1,1,0,1,0,1,0,0
70,45249.29,9.988954,1,0,63.01044,5683.580246,70,1,0,1,0,1,0,1,0,1,0,1
86,25972.02,10.1937,1,1,68.05839,6215.18264,86,1,0,1,0,1,0,1,1,0,0,1
36,58590.12,7.84599874,1,1,1.79772408,740.0368256,36,0,0,0,1,0,1,1,1,1,0,0
48,47229.76,13.27653911,1,1,5.427546075,1111.834697,48,1,0,0,0,0,0,1,1,0,0,1
48,64420.19,11.01996949,3,2,10.9750814,1312.008382,48,1,0,0,0,1,0,1,0,0,1,0
46,26019.32,12.25489,3,0,11.16749,1651.037252,46,0,0,1,0,0,0,1,0,0,0,1
61,28191.63,10.53761,1,0,42.6954,4638.796434,61,1,0,1,0,0,0,1,1,1,1,0
21,93786.55,15.27078,1,1,63.7669,6113.785106,21,1,0,0,1,1,0,1,1,1,1,0
85,41944.34,9.228351,1,1,63.5876,5770.223241,85,0,0,0,1,0,0,1,1,0,1,0
35,63599.94,9.339902,3,0,64.26648,5831.696572,35,0,0,0,0,1,0,1,1,1,1,1
51,31036.82,6.530692,1,0,10.12764,1214.121186,51,0,0,1,0,1,0,1,1,1,1,0
53,35207.0,6.636853,0,0,19.48432,2070.311565,53,0,0,0,1,1,0,1,0,0,1,0
56,24503.85,6.478653,3,0,12.00909,1610.027119,56,0,0,0,0,0,0,1,1,1,0,0
30,45714.47,6.984819996,1,0,2.415991977,594.1054279,30,1,0,1,0,1,0,1,1,1,0,0
27,23438.89,11.913,2,0,2.734057,639.7154381,27,1,0,0,1,0,1,1,0,0,1,0
42,9409.95,15.05851,1,1,38.69991,3878.380326,42,0,0,1,0,0,0,1,0,0,0,0
59,58054.58,6.479447,2,0,69.22974,6260.19195,59,0,0,0,1,1,0,1,0,0,1,0
28,88915.15,7.344740595,0,1,5.30268427,1051.833922,28,0,0,0,0,1,0,1,0,0,1,0
21,133161.6,11.11437,0,0,8.542338,1497.298277,21,0,0,0,0,0,0,0,0,0,1,0
79,23507.1,7.607841769,0,0,14.08292576,1559.679776,79,1,0,1,0,1,0,1,1,1,0,1
88,44678.29,7.22888,0,1,54.44532,4818.09657,88,0,0,1,0,1,0,1,1,1,1,1
59,14570.01,7.824535,3,0,43.59094,3858.410287,59,0,0,0,0,1,0,1,0,0,0,1
38,62731.56,10.75982,0,0,40.41527,4067.92605,38,1,0,0,0,1,0,1,0,0,1,1
74,28507.21,8.654216,1,0,6.184122,1189.368234,74,0,0,0,0,0,0,1,1,0,0,0
83,33855.49,14.2471,0,0,71.76656,6269.314301,83,1,0,0,1,1,0,1,1,1,0,1
78,25438.16,6.295927,3,1,58.73506,5351.620303,78,0,0,1,0,1,0,1,1,0,1,0
64,52638.57,7.121593,0,0,1.60558,949.8530724,64,1,0,1,0,0,1,1,1,0,1,1
51,11712.45,11.83848,1,0,62.5016,5902.250031,51,0,0,0,0,0,1,1,0,1,1,0
38,37585.88,11.89774,1,0,12.00677,2177.704307,38,1,0,0,1,0,0,1,1,0,1,1
62,96442.41,8.228501,1,0,43.34462,4472.564662,62,0,0,1,0,0,0,1,0,0,1,1
87,38131.01,6.185475,1,0,39.27289,3354.624637,87,0,0,0,1,1,0,1,0,0,1,0
19,5537.66,11.19336,0,0,62.99928,5595.201151,19,1,0,1,0,1,0,1,0,0,1,1
30,21246.03,4.759083,1,0,70.53117,6599.191565,30,1,0,1,0,0,0,1,1,1,0,0
68,54873.74,11.60977,1,1,13.0257,1481.549539,68,0,0,1,0,0,1,1,0,1,0,1
51,63166.87,6.094109902,2,0,3.701557118,937.5863866,51,0,0,0,0,1,0,1,0,0,1,0
49,49882.12,7.896736,2,0,66.88716,5894.933334,49,1,0,0,1,1,0,1,1,0,1,1
74,17520.23,4.407345296,0,1,3.248169927,991.7633623,74,0,0,0,1,0,0,1,0,0,0,0
48,24892.78,8.546096292,0,1,2.849622074,592.8646912,48,0,0,1,0,1,0,0,0,1,0,0
74,57900.98,9.581508542,2,0,4.924623699,922.1362066,74,1,0,0,0,1,0,1,1,1,1,0
57,38396.0,13.0675,0,0,19.9534,2098.351216,57,1,0,1,0,0,1,1,0,0,0,1
86,11290.41,7.195648,1,2,66.85896,5968.666511,86,0,0,0,1,1,0,1,0,0,1,1
42,95405.97,7.778604,0,0,51.77963,4604.801873,42,1,0,1,0,0,1,1,0,0,1,1
65,34515.24,11.55533,0,0,65.5396,5640.561409,65,0,0,1,0,0,1,1,0,0,1,0
63,53755.23,12.0758,1,0,59.9737,5615.5589,63,1,0,0,0,0,0,1,1,1,0,0
57,47060.9,10.55112,3,2,9.713544,1103.759867,57,1,0,0,1,1,0,1,0,0,0,0
69,10155.82,6.419792,1,1,65.38222,5393.30138,69,0,0,0,0,1,0,1,0,0,0,0
41,4032.12,5.232014731,0,1,7.55918608,1615.988955,41,0,0,0,1,0,0,1,0,1,0,0
36,38883.92,14.67215,2,0,12.26499,1757.468385,36,0,0,0,0,0,0,1,0,0,1,0
19,66370.29,5.10323,2,1,71.82846,6399.072403,19,1,0,1,0,1,0,1,1,0,0,1
18,36555.15,10.8684,2,1,7.533801,1151.972963,18,1,0,1,0,0,1,1,0,1,1,0
65,26875.13,12.72077056,3,0,17.22220989,2223.835601,65,1,0,0,0,0,0,1,0,1,0,1
33,59346.15,8.316636,0,1,10.07156,1401.299612,33,1,0,0,1,1,0,0,0,1,0,1
81,62613.43,11.44144,1,1,64.00973,5499.748153,81,1,0,1,0,1,0,1,0,0,0,1
74,23519.01,8.838694,0,0,52.1213,4356.229848,74,0,0,0,1,1,0,1,0,0,0,0
42,39158.11,11.87073,2,0,12.03278,1279.680473,42,0,0,1,0,1,0,1,1,0,0,1
56,22409.74,13.47843,1,0,61.4665,5729.575543,56,1,0,0,0,0,0,1,0,0,0,1
18,29810.9,8.159988366,0,0,2.729451922,970.4333183,18,0,1,1,0,0,0,1,1,1,0,0
32,6636.93,7.513758,4,0,57.66137,5118.061873,32,0,0,0,0,1,0,1,0,1,1,1
56,56131.21,10.14030426,3,1,10.81997919,1655.780173,56,1,0,0,0,0,0,1,0,0,1,0
22,16648.35,11.51699,1,0,67.98943,6234.573082,22,1,0,0,1,1,0,1,0,0,1,0
88,29720.95,14.03281402,0,0,4.261408572,840.5098283,88,1,0,1,0,0,1,1,1,1,0,1
88,130048.4,10.55942,1,0,53.49141,4611.987,88,0,0,1,0,1,0,1,1,0,1,0
59,46015.65,5.46402,5,0,43.29117,3946.79376,59,1,0,0,1,0,1,1,0,0,0,1
46,68557.22,12.91472,0,1,3.081551,843.4262718,46,1,0,0,0,1,0,1,0,0,1,1
85,14824.71,7.363525885,0,0,6.284107728,829.2707102,85,1,0,0,1,1,0,1,0,0,0,1
40,99195.08,7.913676085,1,0,9.405224809,1623.273925,40,0,0,0,0,0,0,1,0,1,1,1
75,20768.72,9.957815194,1,0,19.79804917,1862.842794,75,0,1,0,1,1,0,1,0,0,0,1
76,34492.59,6.850694,0,0,12.24574,1822.961538,76,1,0,0,1,0,0,1,0,1,1,0
24,91326.09,12.04636,1,0,61.82003,5640.896253,24,1,0,1,0,0,1,1,1,1,1,0
48,9202.1,7.979875858,1,0,14.51274009,2029.905606,48,1,0,0,1,0,0,1,1,0,0,0
50,120286.2,9.083996,1,1,2.159586,1110.767158,50,1,0,0,1,0,0,1,0,1,0,1
47,67295.09,5.96154,1,0,7.603445,1112.439443,47,1,0,1,0,1,0,1,1,0,0,1
26,7011.67,5.255272,1,0,24.42176,2471.127552,26,0,0,0,1,1,0,1,1,0,0,1
21,20725.92,6.897314,1,2,66.03293,5832.81909,21,0,0,0,1,0,1,0,1,0,1,0
30,11106.05,9.1295,0,0,62.39739,5404.784064,30,0,0,0,1,0,1,0,0,0,0,0
26,11249.18,8.90345193,0,1,10.06913982,2062.605873,26,1,0,0,1,0,0,1,1,0,1,1
